Date,year,month_name,day_name,Sales,Cost Of Sales,Quantity Sold,Daily_Unit_Sales_Price,Gross_Profit,Gross_Profit_Percentage,Gross_Profit_Per_Unit,Gross_Profit_Per_Unit_Percentage,Previous_Unit_Price,Previous_Quantity,Promotion_Status
2016-06-24T00:00:00.000Z,2016,Jun,Fri,389904.008554662640,422372.581580700290,11667,33.42,-32468.57,-8.33,-2.78,-7.69,33.39,4305,No Promotion
2016-06-25T00:00:00.000Z,2016,Jun,Sat,461280.785582774440,498910.329020543840,13793,33.44,-37629.54,-8.16,-2.73,-7.54,33.42,11667,No Promotion
2016-06-26T00:00:00.000Z,2016,Jun,Sun,221578.696823561390,240449.622291522220,6641,33.37,-18870.93,-8.52,-2.84,-7.85,33.44,13793,No Promotion
2016-06-27T00:00:00.000Z,2016,Jun,Mon,253702.222976618800,274426.080277893280,7593,33.41,-20723.86,-8.17,-2.73,-7.55,33.37,6641,No Promotion
2016-06-28T00:00:00.000Z,2016,Jun,Tue,200616.076183338940,217104.579715706150,6007,33.40,-16488.50,-8.22,-2.74,-7.59,33.41,7593,No Promotion
2016-06-29T00:00:00.000Z,2016,Jun,Wed,211700.813157210160,229023.810739695790,6345,33.36,-17323.00,-8.18,-2.73,-7.56,33.40,6007,Promotion
2016-06-30T00:00:00.000Z,2016,Jun,Thu,282757.711444597630,305894.180094823710,8482,33.34,-23136.47,-8.18,-2.73,-7.56,33.36,6345,Promotion
2016-07-01T00:00:00.000Z,2016,Jul,Fri,479010.156707742020,517742.192597536430,14344,33.39,-38732.04,-8.09,-2.70,-7.48,33.34,8482,No Promotion
2016-07-02T00:00:00.000Z,2016,Jul,Sat,454543.285758789400,490487.024649262600,13609,33.40,-35943.74,-7.91,-2.64,-7.33,33.39,14344,No Promotion
2016-07-03T00:00:00.000Z,2016,Jul,Sun,242185.180702577610,261534.912039247080,7259,33.36,-19349.73,-7.99,-2.67,-7.40,33.40,13609,No Promotion
2016-07-04T00:00:00.000Z,2016,Jul,Mon,281531.685555978850,304052.476995267030,8431,33.39,-22520.79,-8.00,-2.67,-7.41,33.36,7259,No Promotion
2016-07-05T00:00:00.000Z,2016,Jul,Tue,219363.220135638930,237026.350540846240,6577,33.35,-17663.13,-8.05,-2.69,-7.45,33.39,8431,No Promotion
2016-07-06T00:00:00.000Z,2016,Jul,Wed,204005.582234553930,219722.894950047690,6098,33.45,-15717.31,-7.70,-2.58,-7.15,33.35,6577,No Promotion
2016-07-07T00:00:00.000Z,2016,Jul,Thu,69579.068455469765,59598.917800192394,1654,42.07,9980.15,14.34,6.03,16.75,33.45,6098,No Promotion
2016-07-08T00:00:00.000Z,2016,Jul,Fri,87184.740028708911,74654.520419296809,2073,42.06,12530.22,14.37,6.04,16.78,42.07,1654,Promotion
2016-07-09T00:00:00.000Z,2016,Jul,Sat,78700.436048339150,67367.383240402574,1871,42.06,11333.05,14.40,6.06,16.82,42.06,2073,No Promotion
2016-07-10T00:00:00.000Z,2016,Jul,Sun,39809.559090600371,34091.569662440699,946,42.08,5717.99,14.36,6.04,16.77,42.06,1871,No Promotion
2016-07-11T00:00:00.000Z,2016,Jul,Mon,45839.238770190248,39231.195372207745,1090,42.05,6608.04,14.42,6.06,16.84,42.08,946,Promotion
2016-07-12T00:00:00.000Z,2016,Jul,Tue,36851.763746850367,31574.325469600975,876,42.07,5277.44,14.32,6.02,16.71,42.05,1090,No Promotion
2016-07-13T00:00:00.000Z,2016,Jul,Wed,33225.670471770121,28489.081398148788,790,42.06,4736.59,14.26,6.00,16.63,42.07,876,No Promotion
2016-07-14T00:00:00.000Z,2016,Jul,Thu,30423.391456740123,26053.796718671532,723,42.08,4369.59,14.36,6.04,16.77,42.06,790,No Promotion
2016-07-15T00:00:00.000Z,2016,Jul,Fri,80345.637659439148,68788.094536384728,1910,42.07,11557.54,14.38,6.05,16.80,42.08,723,Promotion
2016-07-16T00:00:00.000Z,2016,Jul,Sat,95297.338626638681,81655.857730858726,2266,42.06,13641.48,14.31,6.02,16.71,42.07,1910,Promotion
2016-07-17T00:00:00.000Z,2016,Jul,Sun,45324.054527670247,38809.808900032534,1078,42.04,6514.25,14.37,6.04,16.79,42.06,2266,No Promotion
2016-07-18T00:00:00.000Z,2016,Jul,Mon,51604.118408790244,44222.784476633977,1227,42.06,7381.33,14.30,6.02,16.69,42.04,1078,No Promotion
2016-07-19T00:00:00.000Z,2016,Jul,Tue,37870.119032340364,32436.795965171274,900,42.08,5433.32,14.35,6.04,16.75,42.06,1227,No Promotion
2016-07-20T00:00:00.000Z,2016,Jul,Wed,42723.524457810243,36607.390656376527,1016,42.05,6116.13,14.32,6.02,16.71,42.08,900,Promotion
2016-07-21T00:00:00.000Z,2016,Jul,Thu,35169.915809850128,30133.318639665871,836,42.07,5036.60,14.32,6.02,16.71,42.05,1016,No Promotion
2016-07-22T00:00:00.000Z,2016,Jul,Fri,61148.205011279642,52384.447482992728,1454,42.06,8763.76,14.33,6.03,16.73,42.07,836,Promotion
2016-07-23T00:00:00.000Z,2016,Jul,Sat,77171.701800149516,66113.832037556145,1835,42.06,11057.87,14.33,6.03,16.73,42.06,1454,No Promotion
2016-07-24T00:00:00.000Z,2016,Jul,Sun,40881.354912270246,35019.112638998406,972,42.06,5862.24,14.34,6.03,16.74,42.06,1835,No Promotion
2016-07-25T00:00:00.000Z,2016,Jul,Mon,43085.595011520250,36887.366171890637,1024,42.08,6198.23,14.39,6.05,16.80,42.06,972,No Promotion
2016-07-26T00:00:00.000Z,2016,Jul,Tue,43894.993432110241,37604.658419582855,1044,42.05,6290.34,14.33,6.03,16.73,42.08,1024,Promotion
2016-07-27T00:00:00.000Z,2016,Jul,Wed,67780.728886469529,58196.145986195355,1611,42.07,9584.58,14.14,5.95,16.47,42.05,1044,No Promotion
2016-07-28T00:00:00.000Z,2016,Jul,Thu,51907.943146500242,44544.630743101319,1234,42.06,7363.31,14.19,5.97,16.53,42.07,1611,No Promotion
2016-07-29T00:00:00.000Z,2016,Jul,Fri,93508.633886369164,80346.694133858240,2223,42.06,13161.94,14.08,5.92,16.38,42.06,1234,No Promotion
2016-07-30T00:00:00.000Z,2016,Jul,Sat,95343.595512178930,81874.288863507725,2267,42.06,13469.31,14.13,5.94,16.45,42.06,2223,No Promotion
2016-07-31T00:00:00.000Z,2016,Jul,Sun,59514.992330639878,51145.403341245634,1415,42.06,8369.59,14.06,5.91,16.36,42.06,2267,No Promotion
2016-08-01T00:00:00.000Z,2016,Aug,Mon,65133.966200159761,55946.056559077122,1548,42.08,9187.91,14.11,5.94,16.42,42.06,1415,No Promotion
2016-08-02T00:00:00.000Z,2016,Aug,Tue,70641.253717499887,60629.552999890904,1679,42.07,10011.70,14.17,5.96,16.51,42.08,1548,Promotion
2016-08-03T00:00:00.000Z,2016,Aug,Wed,48442.171479960249,41610.783939948822,1152,42.05,6831.39,14.10,5.93,16.42,42.07,1679,No Promotion
2016-08-04T00:00:00.000Z,2016,Aug,Thu,46291.371916890246,39783.360668054564,1101,42.04,6508.01,14.06,5.91,16.36,42.05,1152,No Promotion
2016-08-05T00:00:00.000Z,2016,Aug,Fri,73453.143292169640,63386.492591361231,1746,42.07,10066.65,13.70,5.77,15.88,42.04,1101,No Promotion
2016-08-06T00:00:00.000Z,2016,Aug,Sat,71508.897954089523,61500.574648541122,1700,42.06,10008.32,14.00,5.89,16.27,42.07,1746,No Promotion
2016-08-07T00:00:00.000Z,2016,Aug,Sun,30066.126182850126,25872.488354075816,715,42.05,4193.64,13.95,5.87,16.21,42.06,1700,No Promotion
2016-08-08T00:00:00.000Z,2016,Aug,Mon,37726.615903170241,32490.136024940544,897,42.06,5236.48,13.88,5.84,16.12,42.05,715,No Promotion
2016-08-09T00:00:00.000Z,2016,Aug,Tue,30831.694626900247,26577.079448522585,733,42.06,4254.62,13.80,5.80,16.01,42.06,897,No Promotion
2016-08-10T00:00:00.000Z,2016,Aug,Wed,146811.455115160150,155135.629111835730,4282,34.29,-8324.17,-5.67,-1.94,-5.37,42.06,733,Promotion
2016-08-11T00:00:00.000Z,2016,Aug,Thu,99867.329619087352,103826.701412471080,2867,34.83,-3959.37,-3.96,-1.38,-3.81,34.29,4282,No Promotion
2016-08-12T00:00:00.000Z,2016,Aug,Fri,210664.862781477450,220379.276676556390,6082,34.64,-9714.41,-4.61,-1.60,-4.41,34.83,2867,Promotion
2016-08-13T00:00:00.000Z,2016,Aug,Sat,266271.039073093390,281658.418319122630,7771,34.26,-15387.38,-5.78,-1.98,-5.46,34.64,6082,Promotion
2016-08-14T00:00:00.000Z,2016,Aug,Sun,123084.039069415140,129601.527226618850,3576,34.42,-6517.49,-5.30,-1.82,-5.03,34.26,7771,No Promotion
2016-08-15T00:00:00.000Z,2016,Aug,Mon,162727.524777145150,168580.170571439380,4649,35.00,-5852.65,-3.60,-1.26,-3.47,34.42,3576,No Promotion
2016-08-16T00:00:00.000Z,2016,Aug,Tue,114708.945994046620,119758.061703467990,3302,34.74,-5049.12,-4.40,-1.53,-4.22,35.00,4649,No Promotion
2016-08-17T00:00:00.000Z,2016,Aug,Wed,122318.907468986380,128298.343456949120,3536,34.59,-5979.44,-4.89,-1.69,-4.66,34.74,3302,Promotion
2016-08-18T00:00:00.000Z,2016,Aug,Thu,112010.344531496860,117374.191579360380,3236,34.61,-5363.85,-4.79,-1.66,-4.57,34.59,3536,No Promotion
2016-08-19T00:00:00.000Z,2016,Aug,Fri,229861.470280579870,241090.133556305020,6646,34.59,-11228.66,-4.88,-1.69,-4.66,34.61,3236,Promotion
2016-08-20T00:00:00.000Z,2016,Aug,Sat,249981.249694194730,262145.177337419770,7220,34.62,-12163.93,-4.87,-1.68,-4.64,34.59,6646,No Promotion
2016-08-21T00:00:00.000Z,2016,Aug,Sun,136480.249116700170,143734.227215170890,3958,34.48,-7253.98,-5.32,-1.83,-5.05,34.62,7220,No Promotion
2016-08-22T00:00:00.000Z,2016,Aug,Mon,127369.802614331380,133350.161382228810,3672,34.69,-5980.36,-4.70,-1.63,-4.48,34.48,3958,No Promotion
2016-08-23T00:00:00.000Z,2016,Aug,Tue,43537.728158220249,37649.387527999519,1035,42.07,5888.34,13.52,5.69,15.64,34.69,3672,No Promotion
2016-08-24T00:00:00.000Z,2016,Aug,Wed,120407.413267863320,127699.415911395790,3549,33.93,-7292.00,-6.06,-2.05,-5.71,42.07,1035,Promotion
2016-08-25T00:00:00.000Z,2016,Aug,Thu,226375.543134796080,240429.685547203410,6647,34.06,-14054.14,-6.21,-2.11,-5.85,33.93,3549,No Promotion
2016-08-26T00:00:00.000Z,2016,Aug,Fri,337900.178233595620,358772.250364109520,9908,34.10,-20872.07,-6.18,-2.11,-5.82,34.06,6647,No Promotion
2016-08-27T00:00:00.000Z,2016,Aug,Sat,355069.540106816860,376755.564483525990,10393,34.16,-21686.02,-6.11,-2.09,-5.76,34.10,9908,No Promotion
2016-08-28T00:00:00.000Z,2016,Aug,Sun,153893.685228050160,163401.329154058910,4507,34.15,-9507.64,-6.18,-2.11,-5.82,34.16,10393,No Promotion
2016-08-29T00:00:00.000Z,2016,Aug,Mon,159625.740922425150,169479.106054065250,4672,34.17,-9853.37,-6.17,-2.11,-5.81,34.15,4507,No Promotion
2016-08-30T00:00:00.000Z,2016,Aug,Tue,133961.966992851380,142299.917791848360,3924,34.14,-8337.95,-6.22,-2.12,-5.86,34.17,4672,No Promotion
2016-08-31T00:00:00.000Z,2016,Aug,Wed,236305.156366476240,250572.453387794870,6918,34.16,-14267.30,-6.04,-2.06,-5.69,34.14,3924,No Promotion
2016-09-01T00:00:00.000Z,2016,Sep,Thu,313491.735118814450,333030.875704027250,9183,34.14,-19539.14,-6.23,-2.13,-5.87,34.16,6918,Promotion
2016-09-02T00:00:00.000Z,2016,Sep,Fri,370355.001734240620,392493.082691822550,10830,34.20,-22138.08,-5.98,-2.04,-5.64,34.14,9183,No Promotion
2016-09-03T00:00:00.000Z,2016,Sep,Sat,369091.055392498090,391842.501397803190,10800,34.18,-22751.45,-6.16,-2.11,-5.81,34.20,10830,No Promotion
2016-09-04T00:00:00.000Z,2016,Sep,Sun,209026.019671958640,222163.728909273660,6119,34.16,-13137.71,-6.29,-2.15,-5.91,34.18,10800,No Promotion
2016-09-05T00:00:00.000Z,2016,Sep,Mon,228177.316780029880,242589.587218543980,6685,34.13,-14412.27,-6.32,-2.16,-5.94,34.16,6119,Promotion
2016-09-06T00:00:00.000Z,2016,Sep,Tue,154494.782049170170,164108.826444586040,4519,34.19,-9614.04,-6.22,-2.13,-5.86,34.13,6685,No Promotion
2016-09-07T00:00:00.000Z,2016,Sep,Wed,50736.474172200127,43830.196852872301,1206,42.07,6906.28,13.61,5.73,15.76,34.19,4519,No Promotion
2016-09-08T00:00:00.000Z,2016,Sep,Thu,43292.149236510246,37391.680889456111,1029,42.07,5900.47,13.63,5.73,15.78,42.07,1206,No Promotion
2016-09-09T00:00:00.000Z,2016,Sep,Fri,77335.918597634154,69612.126701887464,1917,40.34,7723.79,9.99,4.03,11.10,42.07,1029,Promotion
2016-09-10T00:00:00.000Z,2016,Sep,Sat,85070.234889733911,76591.852917484997,2108,40.36,8478.38,9.97,4.02,11.07,40.34,1917,No Promotion
2016-09-11T00:00:00.000Z,2016,Sep,Sun,48831.666105370241,44014.232018730225,1211,40.32,4817.43,9.87,3.98,10.95,40.36,2108,No Promotion
2016-09-12T00:00:00.000Z,2016,Sep,Mon,52075.157176600122,46884.142508087811,1291,40.34,5191.01,9.97,4.02,11.07,40.32,1211,No Promotion
2016-09-13T00:00:00.000Z,2016,Sep,Tue,30424.726256690126,27398.588126893694,755,40.30,3026.14,9.95,4.01,11.04,40.34,1291,No Promotion
2016-09-14T00:00:00.000Z,2016,Sep,Wed,20495.113025005001,18375.052607697839,508,40.34,2120.06,10.34,4.17,11.54,40.30,755,No Promotion
2016-09-15T00:00:00.000Z,2016,Sep,Thu,40742.171681120242,36464.759814940684,1010,40.34,4277.41,10.50,4.24,11.73,40.34,508,No Promotion
2016-09-16T00:00:00.000Z,2016,Sep,Fri,69864.836990219526,62545.190684533110,1733,40.31,7319.65,10.48,4.22,11.70,40.34,1010,Promotion
2016-09-17T00:00:00.000Z,2016,Sep,Sat,100120.711053232940,89572.407615025208,2482,40.34,10548.30,10.54,4.25,11.78,40.31,1733,No Promotion
2016-09-18T00:00:00.000Z,2016,Sep,Sun,49825.097035430132,44593.796883395269,1235,40.34,5231.30,10.50,4.24,11.73,40.34,2482,No Promotion
2016-09-19T00:00:00.000Z,2016,Sep,Mon,46566.462052040246,41660.440426083711,1155,40.32,4906.02,10.54,4.25,11.78,40.34,1235,No Promotion
2016-09-20T00:00:00.000Z,2016,Sep,Tue,37923.765855785372,34031.149487115130,940,40.34,3892.62,10.26,4.14,11.44,40.32,1155,No Promotion
2016-09-21T00:00:00.000Z,2016,Sep,Wed,50084.812702065254,44832.212598977239,1241,40.36,5252.60,10.49,4.23,11.72,40.34,940,No Promotion
2016-09-22T00:00:00.000Z,2016,Sep,Thu,41885.828278280373,37565.478590927647,1039,40.31,4320.35,10.31,4.16,11.50,40.36,1241,No Promotion
2016-09-23T00:00:00.000Z,2016,Sep,Fri,147503.573158325160,131964.515793698550,3657,40.33,15539.06,10.53,4.25,11.78,40.31,1039,No Promotion
2016-09-24T00:00:00.000Z,2016,Sep,Sat,151639.183843411360,135498.163197194280,3758,40.35,16141.02,10.64,4.30,11.91,40.33,3657,No Promotion
2016-09-25T00:00:00.000Z,2016,Sep,Sun,72457.297587654524,64758.504173580448,1797,40.32,7698.79,10.63,4.28,11.89,40.35,3758,No Promotion
2016-09-26T00:00:00.000Z,2016,Sep,Mon,67355.061182414633,60179.020849316512,1671,40.31,7176.04,10.65,4.29,11.92,40.32,1797,No Promotion
2016-09-27T00:00:00.000Z,2016,Sep,Tue,58941.792828474885,52812.782514522900,1462,40.32,6129.01,10.40,4.19,11.61,40.31,1671,No Promotion
2016-09-28T00:00:00.000Z,2016,Sep,Wed,58796.785015724636,57168.560498432882,1581,37.19,1628.22,2.77,1.03,2.85,40.32,1462,Promotion
2016-09-29T00:00:00.000Z,2016,Sep,Thu,57019.389671394638,55187.383906271898,1534,37.17,1832.01,3.21,1.19,3.32,37.19,1581,No Promotion
2016-09-30T00:00:00.000Z,2016,Sep,Fri,155918.382599482570,151036.445518587050,4216,36.98,4881.94,3.13,1.16,3.23,37.17,1534,Promotion
2016-10-01T00:00:00.000Z,2016,Oct,Sat,208489.090324790160,201416.837590064650,5632,37.02,7072.25,3.39,1.26,3.51,36.98,4216,No Promotion
2016-10-02T00:00:00.000Z,2016,Oct,Sun,118580.472576297700,113346.957268526120,3173,37.37,5233.52,4.41,1.65,4.62,37.02,5632,No Promotion
2016-10-03T00:00:00.000Z,2016,Oct,Mon,142758.881121511370,126506.344682148240,3540,40.33,16252.54,11.38,4.59,12.85,37.37,3173,No Promotion
2016-10-04T00:00:00.000Z,2016,Oct,Tue,96620.986929783307,85491.833244422392,2397,40.31,11129.15,11.52,4.64,13.02,40.33,3540,No Promotion
2016-10-05T00:00:00.000Z,2016,Oct,Wed,78861.594940484283,69675.429153985417,1955,40.34,9186.17,11.65,4.70,13.18,40.31,2397,No Promotion
2016-10-06T00:00:00.000Z,2016,Oct,Thu,70279.474392869641,61976.305791476298,1740,40.39,8303.17,11.81,4.77,13.40,40.34,1955,No Promotion
2016-10-07T00:00:00.000Z,2016,Oct,Fri,87748.862891213546,77446.609435800405,2176,40.33,10302.25,11.74,4.73,13.30,40.39,1740,Promotion
2016-10-08T00:00:00.000Z,2016,Oct,Sat,92053.325769973191,81209.248347010551,2283,40.32,10844.08,11.78,4.75,13.35,40.33,2176,Promotion
2016-10-09T00:00:00.000Z,2016,Oct,Sun,51751.383246910009,45607.234099697387,1284,40.30,6144.15,11.87,4.79,13.47,40.32,2283,No Promotion
2016-10-10T00:00:00.000Z,2016,Oct,Mon,50934.983193855121,44983.777302442017,1263,40.33,5951.21,11.68,4.71,13.23,40.30,1284,No Promotion
2016-10-11T00:00:00.000Z,2016,Oct,Tue,36113.934872670245,31885.288450330809,896,40.31,4228.65,11.71,4.72,13.26,40.33,1263,No Promotion
2016-10-12T00:00:00.000Z,2016,Oct,Wed,31023.359765175122,27817.642466410718,768,40.39,3205.72,10.33,4.17,11.52,40.31,896,No Promotion
2016-10-13T00:00:00.000Z,2016,Oct,Thu,22334.212530660003,19704.093150736488,521,42.87,2630.12,11.78,5.05,13.35,40.39,768,No Promotion
2016-10-14T00:00:00.000Z,2016,Oct,Fri,69440.928795190252,62070.751184300032,1618,42.92,7370.18,10.61,4.56,11.87,42.87,521,No Promotion
2016-10-15T00:00:00.000Z,2016,Oct,Sat,92159.029791471577,83371.817021350085,2147,42.92,8787.21,9.53,4.09,10.54,42.92,1618,No Promotion
2016-10-16T00:00:00.000Z,2016,Oct,Sun,57296.287853750240,52701.294613812352,1335,42.92,4594.99,8.02,3.44,8.72,42.92,2147,No Promotion
2016-10-17T00:00:00.000Z,2016,Oct,Mon,57184.941268830247,51764.937371772758,1332,42.93,5420.00,9.48,4.07,10.47,42.92,1335,No Promotion
2016-10-18T00:00:00.000Z,2016,Oct,Tue,40951.104276929640,37288.624545278682,954,42.93,3662.48,8.94,3.84,9.82,42.93,1332,No Promotion
2016-10-19T00:00:00.000Z,2016,Oct,Wed,37672.447294289756,33678.459271288069,877,42.96,3993.99,10.60,4.55,11.86,42.93,954,No Promotion
2016-10-20T00:00:00.000Z,2016,Oct,Thu,38648.137519559634,35038.068691629327,906,42.66,3610.07,9.34,3.98,10.30,42.96,877,Promotion
2016-10-21T00:00:00.000Z,2016,Oct,Fri,96020.545374096837,86810.277533434695,2249,42.69,9210.27,9.59,4.10,10.61,42.66,906,No Promotion
2016-10-22T00:00:00.000Z,2016,Oct,Sat,105662.594158372550,95930.016514689429,2472,42.74,9732.58,9.21,3.94,10.15,42.69,2249,No Promotion
2016-10-23T00:00:00.000Z,2016,Oct,Sun,54738.483516835127,49990.519289317977,1280,42.76,4747.96,8.67,3.71,9.50,42.74,2472,No Promotion
2016-10-24T00:00:00.000Z,2016,Oct,Mon,40131.573511264636,36347.698715160215,940,42.69,3783.87,9.43,4.03,10.41,42.76,1280,No Promotion
2016-10-25T00:00:00.000Z,2016,Oct,Tue,70402.991926425369,63452.761037813718,1650,42.67,6950.23,9.87,4.21,10.95,42.69,940,Promotion
2016-10-26T00:00:00.000Z,2016,Oct,Wed,62501.740698760252,56100.874288607934,1467,42.61,6400.87,10.24,4.36,11.41,42.67,1650,No Promotion
2016-10-27T00:00:00.000Z,2016,Oct,Thu,53675.218280300003,48201.940975749021,1257,42.70,5473.28,10.20,4.35,11.35,42.61,1467,No Promotion
2016-10-28T00:00:00.000Z,2016,Oct,Fri,102606.326981947060,92657.699525096017,2405,42.66,9948.63,9.70,4.14,10.74,42.70,1257,Promotion
2016-10-29T00:00:00.000Z,2016,Oct,Sat,124988.155467188660,113187.846022975340,2929,42.67,11800.31,9.44,4.03,10.43,42.66,2405,No Promotion
2016-10-30T00:00:00.000Z,2016,Oct,Sun,67521.037488925373,61233.718874185091,1582,42.68,6287.32,9.31,3.97,10.27,42.67,2929,No Promotion
2016-10-31T00:00:00.000Z,2016,Oct,Mon,70020.596009840374,62316.151338201780,1639,42.72,7704.44,11.00,4.70,12.36,42.68,1582,No Promotion
2016-11-01T00:00:00.000Z,2016,Nov,Tue,126954.170178997430,110698.742897542080,2971,42.73,16255.43,12.80,5.47,14.68,42.72,1639,No Promotion
2016-11-02T00:00:00.000Z,2016,Nov,Wed,97558.247051041471,86203.875203719464,2284,42.71,11354.37,11.64,4.97,13.17,42.73,2971,No Promotion
2016-11-03T00:00:00.000Z,2016,Nov,Thu,97039.009870491587,89413.415966019093,2266,42.82,7625.59,7.86,3.37,8.53,42.71,2284,No Promotion
2016-11-04T00:00:00.000Z,2016,Nov,Fri,168349.265322936090,156675.590124404230,3938,42.75,11673.68,6.93,2.96,7.45,42.82,2266,Promotion
2016-11-05T00:00:00.000Z,2016,Nov,Sat,202017.421978132300,189394.693737748980,4720,42.80,12622.73,6.25,2.67,6.66,42.75,3938,No Promotion
2016-11-06T00:00:00.000Z,2016,Nov,Sun,108459.000053622190,102250.167775968180,2537,42.75,6208.83,5.72,2.45,6.07,42.80,4720,No Promotion
2016-11-07T00:00:00.000Z,2016,Nov,Mon,112536.377057252550,105978.482478312770,2621,42.94,6557.89,5.83,2.50,6.19,42.75,2537,No Promotion
2016-11-08T00:00:00.000Z,2016,Nov,Tue,100479.929988871820,94692.479289428011,2341,42.92,5787.45,5.76,2.47,6.11,42.94,2621,No Promotion
2016-11-09T00:00:00.000Z,2016,Nov,Wed,81649.688672410848,77081.660573950430,1901,42.95,4568.03,5.59,2.40,5.93,42.92,2341,No Promotion
2016-11-10T00:00:00.000Z,2016,Nov,Thu,71529.162644240496,67551.250971092930,1666,42.93,3977.91,5.56,2.39,5.89,42.95,1901,No Promotion
2016-11-11T00:00:00.000Z,2016,Nov,Fri,160938.601615074880,152555.417337230580,3748,42.94,8383.18,5.21,2.24,5.50,42.93,1666,No Promotion
2016-11-12T00:00:00.000Z,2016,Nov,Sat,164998.844641164880,156263.149473909730,3843,42.93,8735.70,5.29,2.27,5.59,42.94,3748,Promotion
2016-11-13T00:00:00.000Z,2016,Nov,Sun,97946.783047396821,93112.608909273331,2281,42.94,4834.17,4.94,2.12,5.19,42.93,3843,No Promotion
2016-11-14T00:00:00.000Z,2016,Nov,Mon,87834.253684381343,83068.269026507172,2046,42.93,4765.98,5.43,2.33,5.74,42.94,2281,No Promotion
2016-11-15T00:00:00.000Z,2016,Nov,Tue,95509.134975070017,88104.204530400457,2181,43.79,7404.93,7.75,3.40,8.40,42.93,2046,No Promotion
2016-11-16T00:00:00.000Z,2016,Nov,Wed,77229.971885239516,71428.870002172305,1763,43.81,5801.10,7.51,3.29,8.12,43.79,2181,No Promotion
